,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,pose
296,"['0.2649775', '0.41465533']","['0.2515041', '0.42669687']","['0.24903622', '0.42294535']","['0.25782678', '0.4680565']","['0.2562309', '0.460461']","['0.32944816', '0.53296995']","['0.33063954', '0.40783286']","['0.32619303', '0.64954406']","['0.31153548', '0.2969094']","['0.33248657', '0.73928005']","['0.31013906', '0.19608769']","['0.52350765', '0.5198977']","['0.53348494', '0.45078075']","['0.63304245', '0.6337122']","['0.59475356', '0.3270956']","['0.74316233', '0.72453153']","['0.72138906', '0.30320212']",w
297,"['0.35728064', '0.4316686']","['0.3431569', '0.4440707']","['0.3461888', '0.43554372']","['0.34724897', '0.46939674']","['0.34945196', '0.44404188']","['0.3740468', '0.52570814']","['0.39490965', '0.4536014']","['0.42372388', '0.50938636']","['0.45954022', '0.2829384']","['0.4473654', '0.43837392']","['0.44241196', '0.39701208']","['0.5038504', '0.53943485']","['0.5196969', '0.4886149']","['0.6210133', '0.5681545']","['0.6406927', '0.5063229']","['0.7271421', '0.5918294']","['0.70900315', '0.53575575']",w
298,"['0.51104736', '0.6028498']","['0.5044381', '0.6155001']","['0.49058035', '0.60491186']","['0.49620497', '0.6043229']","['0.46138892', '0.58340245']","['0.5622652', '0.56311685']","['0.44042838', '0.5072111']","['0.69097614', '0.5566681']","['0.33635867', '0.55386513']","['0.79672503', '0.57915914']","['0.2665155', '0.61416924']","['0.6795935', '0.4477272']","['0.6675632', '0.35698342']","['0.82855994', '0.5688062']","['0.7603428', '0.19050011']","['0.9436047', '0.69988924']","['0.9278323', '0.2416778']",w
299,"['0.26271608', '0.49811572']","['0.24695279', '0.50529075']","['0.24598181', '0.47871175']","['0.25339806', '0.5066344']","['0.2532014', '0.44675592']","['0.31447196', '0.54110134']","['0.31578228', '0.38452506']","['0.32618344', '0.64476484']","['0.32959706', '0.27760312']","['0.3225146', '0.7403522']","['0.32851595', '0.18528442']","['0.5105786', '0.5259045']","['0.53047454', '0.44425103']","['0.55315477', '0.6658013']","['0.5415817', '0.32308832']","['0.5786218', '0.6861636']","['0.5763093', '0.4801772']",w
300,"['0.34811264', '0.4713768']","['0.3412435', '0.48575935']","['0.33975297', '0.47072193']","['0.3489726', '0.5249725']","['0.3444146', '0.48651657']","['0.4146579', '0.57543504']","['0.40410718', '0.43666384']","['0.4285156', '0.6490451']","['0.39219692', '0.34623006']","['0.41819575', '0.7303861']","['0.35239112', '0.2593819']","['0.5898996', '0.54846346']","['0.58921117', '0.47599536']","['0.72468656', '0.64426595']","['0.6614706', '0.33633304']","['0.8508448', '0.7448463']","['0.82338154', '0.33373746']",w
301,"['0.34916076', '0.31291813']","['0.33834255', '0.3212012']","['0.3370235', '0.30392718']","['0.3461285', '0.33829358']","['0.34709316', '0.29458144']","['0.39242953', '0.35327837']","['0.3953933', '0.27780527']","['0.4564551', '0.37023276']","['0.46016365', '0.26209477']","['0.5225008', '0.38106146']","['0.5109209', '0.24989359']","['0.5225377', '0.34334612']","['0.52380675', '0.2924735']","['0.62425786', '0.33584195']","['0.626813', '0.3006109']","['0.71968615', '0.33391017']","['0.71403736', '0.30721468']",w
302,"['0.40882853', '0.26037824']","['0.39194402', '0.2518203']","['0.39204663', '0.25536036']","['0.36791056', '0.27581298']","['0.37275812', '0.27839655']","['0.37364325', '0.30897897']","['0.37225655', '0.32181978']","['0.4000461', '0.21107991']","['0.39616588', '0.20708457']","['0.395905', '0.096075356']","['0.39321592', '0.09797562']","['0.3686396', '0.5472417']","['0.39125353', '0.54699993']","['0.36477157', '0.73108244']","['0.5391969', '0.516152']","['0.34461614', '0.88114744']","['0.7001949', '0.50419265']",w
303,"['0.29344615', '0.525653']","['0.28181073', '0.5332031']","['0.27723822', '0.50975204']","['0.28890488', '0.53293943']","['0.2805894', '0.4829686']","['0.35412174', '0.5628917']","['0.33082864', '0.45295998']","['0.41955805', '0.59233314']","['0.36664402', '0.39482296']","['0.46934655', '0.58676755']","['0.3572178', '0.46548682']","['0.53629214', '0.5564743']","['0.5428344', '0.4714918']","['0.58644384', '0.67828524']","['0.6449736', '0.34003615']","['0.7295432', '0.67762774']","['0.7074541', '0.26139116']",w
304,"['0.32097453', '0.5610074']","['0.30717367', '0.55880195']","['0.3074369', '0.55088013']","['0.3099185', '0.535964']","['0.31596392', '0.51699394']","['0.36750534', '0.56747437']","['0.36207798', '0.4820318']","['0.3617974', '0.6509533']","['0.3720452', '0.3998132']","['0.35698473', '0.72036475']","['0.36064723', '0.32435352']","['0.5276519', '0.54857194']","['0.52855474', '0.49209824']","['0.58522713', '0.66129726']","['0.6319287', '0.41168156']","['0.70457697', '0.6784262']","['0.7088586', '0.3269325']",w
305,"['0.3867498', '0.5170003']","['0.3784848', '0.5269724']","['0.37714803', '0.5184549']","['0.3866639', '0.56043625']","['0.38778165', '0.53974617']","['0.44200116', '0.5948194']","['0.44415882', '0.5006897']","['0.44629362', '0.6869008']","['0.43729302', '0.41938254']","['0.43813136', '0.7672231']","['0.4269047', '0.34267223']","['0.6031295', '0.5763961']","['0.59888583', '0.52129006']","['0.6931791', '0.68617934']","['0.64599925', '0.39609644']","['0.79184306', '0.7702709']","['0.7748533', '0.4072145']",w
306,"['0.3317469', '0.4645677']","['0.3204267', '0.4777236']","['0.31698686', '0.46931556']","['0.32570168', '0.5176105']","['0.32116374', '0.49571645']","['0.39031735', '0.5557504']","['0.38859463', '0.4579342']","['0.38651764', '0.6512122']","['0.3854806', '0.35696375']","['0.38596767', '0.72523403']","['0.38465622', '0.29163095']","['0.57618743', '0.5563198']","['0.57682055', '0.49481145']","['0.6431931', '0.6734772']","['0.5869731', '0.37634468']","['0.7213526', '0.7917543']","['0.72114635', '0.3654909']",w
307,"['0.37322083', '0.45751077']","['0.36165434', '0.47209838']","['0.3587499', '0.45941085']","['0.36936122', '0.5165705']","['0.36511457', '0.4897895']","['0.43995312', '0.5766745']","['0.435997', '0.42039683']","['0.45355755', '0.6961264']","['0.4506793', '0.3075698']","['0.450706', '0.7937347']","['0.43862456', '0.2179395']","['0.63822526', '0.56553864']","['0.63760465', '0.46690932']","['0.6836919', '0.64457965']","['0.6717109', '0.3058098']","['0.6654998', '0.5808989']","['0.6659587', '0.48786148']",w
308,"['0.3291461', '0.6018446']","['0.31148833', '0.6003427']","['0.31617075', '0.58247644']","['0.31873438', '0.5804179']","['0.3278518', '0.5462749']","['0.38180155', '0.63130337']","['0.38866976', '0.5025517']","['0.39293846', '0.71816003']","['0.40842575', '0.41279244']","['0.38898757', '0.8040156']","['0.4009074', '0.31169558']","['0.57545054', '0.6053525']","['0.5752365', '0.528625']","['0.59755236', '0.7077175']","['0.6558157', '0.4376373']","['0.7266802', '0.7315275']","['0.7324367', '0.35926786']",w
309,"['0.40693343', '0.49848062']","['0.40664497', '0.48585683']","['0.40710312', '0.48370835']","['0.43422806', '0.46393']","['0.4381853', '0.46468127']","['0.4753063', '0.49603906']","['0.47049177', '0.47962752']","['0.34983042', '0.54284424']","['0.34921733', '0.5398931']","['0.25783756', '0.54412466']","['0.26321712', '0.54174346']","['0.6549433', '0.5253735']","['0.6632303', '0.4794255']","['0.7303599', '0.64821786']","['0.78607076', '0.4205697']","['0.87974966', '0.59932035']","['0.86463726', '0.3047486']",w
310,"['0.3459227', '0.45037818']","['0.33767536', '0.46396425']","['0.33389512', '0.4520212']","['0.34672052', '0.4959544']","['0.33737624', '0.46979657']","['0.3867504', '0.53677607']","['0.38989672', '0.43860728']","['0.37537163', '0.63597447']","['0.38060385', '0.34970117']","['0.3663278', '0.7035343']","['0.371934', '0.2888116']","['0.55565065', '0.5159224']","['0.5569008', '0.45269284']","['0.63166255', '0.6105264']","['0.59571946', '0.34095222']","['0.71346724', '0.70244527']","['0.7191745', '0.34362715']",w
311,"['0.37449306', '0.61638325']","['0.37919194', '0.6279079']","['0.37528917', '0.6274891']","['0.4252057', '0.62216455']","['0.40878093', '0.62886095']","['0.48721325', '0.59687024']","['0.39491993', '0.5803415']","['0.57309586', '0.5923363']","['0.3092176', '0.6508207']","['0.6640605', '0.64168423']","['0.26099837', '0.74134934']","['0.58837813', '0.5058913']","['0.57062495', '0.44027957']","['0.6765025', '0.63813555']","['0.583157', '0.2959116']","['0.74384046', '0.771218']","['0.73796034', '0.3042795']",w
312,"['0.26271608', '0.49811572']","['0.24695279', '0.50529075']","['0.24598181', '0.47871175']","['0.25339806', '0.5066344']","['0.2532014', '0.44675592']","['0.31447196', '0.54110134']","['0.31578228', '0.38452506']","['0.32618344', '0.64476484']","['0.32959706', '0.27760312']","['0.3225146', '0.7403522']","['0.32851595', '0.18528442']","['0.5105786', '0.5259045']","['0.53047454', '0.44425103']","['0.55315477', '0.6658013']","['0.5415817', '0.32308832']","['0.5786218', '0.6861636']","['0.5763093', '0.4801772']",w
313,"['0.2671776', '0.524043']","['0.25141963', '0.53222823']","['0.25159967', '0.503097']","['0.25870556', '0.52992713']","['0.25972292', '0.47295728']","['0.32882506', '0.562897']","['0.31146392', '0.43853503']","['0.3279768', '0.6534347']","['0.31512865', '0.34839544']","['0.32509467', '0.7449295']","['0.30281162', '0.24398741']","['0.51925033', '0.5268134']","['0.5164352', '0.45835263']","['0.60987777', '0.63238627']","['0.65604323', '0.389559']","['0.7688192', '0.6332871']","['0.7650206', '0.2864486']",w
314,"['0.33125815', '0.48942438']","['0.33495173', '0.47319147']","['0.33534753', '0.47546166']","['0.37172928', '0.47731277']","['0.37075755', '0.47468078']","['0.42263946', '0.5066665']","['0.4286764', '0.50829035']","['0.30667508', '0.53060025']","['0.30759048', '0.5385934']","['0.2079426', '0.531827']","['0.20761396', '0.5317008']","['0.64398056', '0.4830618']","['0.64577633', '0.5116722']","['0.75279963', '0.3379399']","['0.663443', '0.69594795']","['0.8521712', '0.18253446']","['0.86600894', '0.71396583']",w
315,"['0.7083543', '0.7033751']","['0.6998026', '0.7079677']","['0.7013763', '0.6996791']","['0.7030818', '0.71748924']","['0.7041719', '0.69554317']","['0.72271174', '0.7226977']","['0.72538245', '0.6939055']","['0.753307', '0.7382696']","['0.74786973', '0.6841032']","['0.76298034', '0.73251486']","['0.7608168', '0.68900406']","['0.7700756', '0.72367483']","['0.76903194', '0.70306253']","['0.7859907', '0.72104096']","['0.7836089', '0.69434977']","['0.8051318', '0.7219822']","['0.7984231', '0.6981014']",w
316,"['0.2964092', '0.51082546']","['0.28402278', '0.52098864']","['0.2855359', '0.51500046']","['0.29156545', '0.55442655']","['0.29080597', '0.5417818']","['0.3563577', '0.56364167']","['0.34588563', '0.5541911']","['0.43987766', '0.51231456']","['0.42974707', '0.5179411']","['0.48967877', '0.43070862']","['0.48633155', '0.43819612']","['0.52083063', '0.5564416']","['0.5182877', '0.5344068']","['0.6377222', '0.64848614']","['0.58581126', '0.43875125']","['0.7273753', '0.7321337']","['0.6981499', '0.41422424']",w
317,"['0.28104454', '0.39783353']","['0.26757005', '0.40919217']","['0.2665007', '0.4060182']","['0.27349347', '0.4528052']","['0.27221853', '0.44416302']","['0.3361659', '0.51879513']","['0.34505737', '0.39066243']","['0.33214477', '0.6200573']","['0.31905282', '0.29200727']","['0.32803294', '0.71403676']","['0.29129478', '0.20341243']","['0.53798956', '0.50108254']","['0.5401575', '0.4208552']","['0.6542444', '0.62372506']","['0.6022788', '0.28560632']","['0.75525683', '0.7541641']","['0.7500108', '0.32936454']",w
318,"['0.42112672', '0.47443932']","['0.41506934', '0.4833823']","['0.41284043', '0.46610925']","['0.42413303', '0.49350703']","['0.42402828', '0.45600012']","['0.45251453', '0.50401']","['0.45383132', '0.4377218']","['0.37339002', '0.5210974']","['0.3608582', '0.42836654']","['0.30292556', '0.5166852']","['0.302138', '0.4152836']","['0.57912844', '0.5035165']","['0.5827563', '0.4572722']","['0.6585094', '0.58127904']","['0.6188279', '0.36491835']","['0.7133138', '0.6595162']","['0.72292364', '0.36674252']",w
319,"['0.3758781', '0.43775567']","['0.36538088', '0.44743097']","['0.364957', '0.44325572']","['0.37549013', '0.4774201']","['0.3681345', '0.471704']","['0.41867325', '0.47731012']","['0.41579476', '0.47563523']","['0.3243337', '0.45916432']","['0.3622893', '0.4942049']","['0.26463726', '0.45186704']","['0.2626753', '0.45290998']","['0.5748567', '0.4746112']","['0.57076675', '0.45284456']","['0.64884907', '0.5371469']","['0.5932162', '0.34391236']","['0.6993233', '0.6011473']","['0.70749944', '0.3528456']",w
320,"['0.38364345', '0.625201']","['0.38812461', '0.61720866']","['0.389241', '0.61944747']","['0.41692176', '0.6127341']","['0.41843045', '0.6143991']","['0.44744214', '0.6338839']","['0.4497261', '0.64433']","['0.3370865', '0.6166784']","['0.33591348', '0.61616844']","['0.2893799', '0.5847083']","['0.28698012', '0.5842171']","['0.6102977', '0.63714963']","['0.6097834', '0.66237247']","['0.674346', '0.5645832']","['0.641603', '0.79695415']","['0.74165666', '0.48359784']","['0.76672566', '0.7726009']",w
321,"['0.25148717', '0.4893842']","['0.24385132', '0.5036042']","['0.24122003', '0.49613696']","['0.256955', '0.54932195']","['0.252691', '0.5260077']","['0.32685408', '0.59398055']","['0.32231015', '0.46154842']","['0.33561617', '0.69948804']","['0.30769756', '0.35553384']","['0.34147146', '0.7853893']","['0.298315', '0.2602411']","['0.5242894', '0.58223003']","['0.5293969', '0.500967']","['0.62547445', '0.695409']","['0.57960725', '0.37466824']","['0.732799', '0.8036034']","['0.73005736', '0.33607656']",w
322,"['0.3867498', '0.5170003']","['0.3784848', '0.5269724']","['0.37714803', '0.5184549']","['0.3866639', '0.56043625']","['0.38778165', '0.53974617']","['0.44200116', '0.5948194']","['0.44415882', '0.5006897']","['0.44629362', '0.6869008']","['0.43729302', '0.41938254']","['0.43813136', '0.7672231']","['0.4269047', '0.34267223']","['0.6031295', '0.5763961']","['0.59888583', '0.52129006']","['0.6931791', '0.68617934']","['0.64599925', '0.39609644']","['0.79184306', '0.7702709']","['0.7748533', '0.4072145']",w
323,"['0.34956133', '0.41521472']","['0.34063587', '0.42303136']","['0.33888564', '0.42489088']","['0.35024908', '0.458776']","['0.34756276', '0.45529267']","['0.39911586', '0.49338496']","['0.40975985', '0.4194955']","['0.40488842', '0.58847713']","['0.39691186', '0.34443614']","['0.4168645', '0.6567409']","['0.38269356', '0.2674251']","['0.55759376', '0.4936573']","['0.5608607', '0.4292777']","['0.6524703', '0.5797904']","['0.6024136', '0.31186816']","['0.74730057', '0.66633505']","['0.7377047', '0.2859353']",w
324,"['0.32395375', '0.76221675']","['0.30805114', '0.7581733']","['0.31285036', '0.7760831']","['0.31353915', '0.7445484']","['0.31474125', '0.78763217']","['0.36445633', '0.7244937']","['0.36668152', '0.79867774']","['0.38254306', '0.6434873']","['0.3626036', '0.86625075']","['0.37127078', '0.60716516']","['0.35170007', '0.9165755']","['0.49539214', '0.7129232']","['0.496781', '0.7617158']","['0.5947043', '0.64681995']","['0.556458', '0.85239834']","['0.6855002', '0.59970075']","['0.65978473', '0.8676495']",w
325,"['0.30526662', '0.4719071']","['0.29259306', '0.47517383']","['0.2961517', '0.4798717']","['0.3021768', '0.482876']","['0.30725348', '0.4928946']","['0.3519936', '0.4393128']","['0.33341923', '0.52975625']","['0.3446989', '0.32636186']","['0.3498063', '0.6517975']","['0.3389042', '0.24112764']","['0.3494233', '0.7328269']","['0.5169964', '0.49765635']","['0.51345015', '0.53259057']","['0.5970562', '0.36411613']","['0.6084039', '0.6497655']","['0.7348476', '0.33644158']","['0.7194876', '0.7319157']",w
326,"['0.29411173', '0.5904702']","['0.3013131', '0.6046761']","['0.30220783', '0.603667']","['0.3435739', '0.60631555']","['0.3452254', '0.60368234']","['0.3860656', '0.57790935']","['0.38158184', '0.5599557']","['0.23850453', '0.53977394']","['0.23943508', '0.5404745']","['0.13642897', '0.56560105']","['0.13902', '0.56419873']","['0.6378532', '0.5746627']","['0.63506854', '0.5355575']","['0.7416817', '0.7506904']","['0.6270952', '0.33749238']","['0.82636', '0.8899969']","['0.82787824', '0.33632374']",w
327,"['0.3818045', '0.5338637']","['0.3728237', '0.54214853']","['0.37181246', '0.5236623']","['0.37855366', '0.5534162']","['0.3797474', '0.5064116']","['0.42791036', '0.56780183']","['0.4214409', '0.48827478']","['0.43035224', '0.6171859']","['0.42388898', '0.40762052']","['0.42156363', '0.67245096']","['0.41888282', '0.3557948']","['0.55444616', '0.5327266']","['0.5479075', '0.47722542']","['0.607447', '0.5993712']","['0.63921976', '0.44312537']","['0.70026773', '0.59487545']","['0.72166806', '0.3942245']",w
328,"['0.42709628', '0.4326869']","['0.42058915', '0.4412757']","['0.41990262', '0.43153867']","['0.4300784', '0.4551192']","['0.4258536', '0.43810925']","['0.4657423', '0.4630264']","['0.47094205', '0.42810616']","['0.3693164', '0.4611759']","['0.37198618', '0.45037878']","['0.3157496', '0.4724007']","['0.30643013', '0.4664082']","['0.59714323', '0.4873117']","['0.59751976', '0.44245347']","['0.6615948', '0.56384856']","['0.60385376', '0.350195']","['0.70799506', '0.63330704']","['0.7035255', '0.37991145']",w
329,"['0.46808007', '0.62790024']","['0.46225485', '0.63238275']","['0.46091446', '0.6271568']","['0.44926766', '0.6136519']","['0.4474407', '0.6061067']","['0.4615415', '0.58808476']","['0.44681224', '0.5809111']","['0.46627772', '0.65839726']","['0.4649586', '0.658925']","['0.45766363', '0.72611266']","['0.45581514', '0.729701']","['0.5041183', '0.49493307']","['0.4801978', '0.4717447']","['0.57182366', '0.506455']","['0.4566503', '0.37177494']","['0.6613208', '0.4906304']","['0.45336607', '0.2933119']",w
